iter	Passed	Remaining
417	2331	3246
418	2339	3243
419	2343	3235
420	2346	3227
421	2355	3226
422	2359	3218
423	2364	3211
424	2370	3207
425	2376	3201
426	2384	3199
427	2389	3193
428	2394	3187
429	2399	3180
430	2403	3173
431	2407	3164
432	2413	3160
433	2418	3154
434	2424	3149
435	2430	3143
436	2434	3135
437	2440	3131
438	2446	3126
439	2450	3119
440	2458	3116
441	2462	3108
442	2466	3100
443	2474	3098
444	2479	3092
445	2484	3085
446	2492	3083
447	2497	3076
448	2505	3074
449	2508	3066
450	2513	3059
451	2520	3055
452	2524	3048
453	2528	3041
454	2536	3037
455	2539	3030
456	2544	3023
457	2553	3022
458	2560	3017
459	2567	3014
460	2572	3007
461	2582	3007
462	2587	3000
463	2592	2995
464	2601	2992
465	2604	2985
466	2608	2977
467	2616	2974
468	2621	2968
469	2630	2966
470	2634	2958
471	2638	2951
472	2645	2947
473	2650	2941
474	2654	2934
475	2662	2931
476	2666	2923
477	2670	2916
478	2677	2912
479	2681	2905
480	2687	2899
481	2693	2894
482	2697	2887
483	2705	2884
484	2709	2877
485	2713	2869
486	2720	2866
487	2725	2859
488	2729	2852
489	2736	2848
490	2741	2841
491	2746	2835
492	2754	2833
493	2758	2825
494	2762	2818
495	2768	2813
496	2773	2806
497	2778	2800
498	2784	2795
499	2788	2788
500	2796	2785
501	2801	2778
502	2805	2771
503	2813	2768
504	2818	2763
505	2823	2756
506	2831	2753
507	2835	2745
508	2845	2744
509	2849	2737
510	2853	2730
511	2860	2726
512	2865	2720
513	2870	2714
514	2876	2709
515	2881	2703
516	2889	2699
517	2894	2693
518	2898	2685
519	2906	2682
520	2910	2676
521	2915	2669
522	2923	2665
523	2927	2659
524	2937	2657
525	2942	2651
526	2946	2644
527	2954	2641
528	2959	2634
529	2968	2632
530	2973	2626
531	2978	2619
532	2985	2615
533	2989	2609
534	2994	2602
535	2999	2596
536	3003	2589
537	3011	2585
538	3015	2579
539	3019	2572
540	3029	2569
541	3033	2563
542	3041	2560
543	3046	2554
544	3051	2547
545	3059	2543
546	3063	2536
547	3067	2530
548	3075	2526
549	3080	2520
550	3084	2513
551	3091	2508
552	3095	2501
553	3099	2494
554	3106	2490
555	3110	2483
556	3114	2477
557	3123	2473
558	3128	2467
559	3135	2463
560	3140	2457
561	3145	2451
562	3153	2447
563	3158	2441
564	3165	2436
565	3169	2430
566	3173	2423
567	3177	2416
568	3182	2410
569	3187	2404
570	3191	2397
571	3199	2394
572	3203	2386
573	3212	2383
574	3218	2378
575	3221	2371
576	3230	2368
577	3236	2362
578	3246	2360
579	3251	2354
580	3257	2349
581	3262	2343
582	3267	2337
583	3277	2334
584	3281	2327
585	3285	2321
586	3294	2317
587	3299	2311
588	3306	2307
589	3312	2301
590	3316	2295
591	3321	2289
592	3326	2282
593	3334	2279
594	3340	2273
595	3347	2269
596	3354	2264
597	3359	2258
598	3363	2251
599	3367	2245
600	3377	2242
601	3381	2235
602	3386	2229
603	3395	2226
604	3399	2219
605	3403	2212
606	3408	2206
607	3413	2200
608	3421	2196
609	3426	2190
610	3431	2184
611	3440	2180
612	3444	2174
613	3453	2171
614	3457	2164
615	3461	2157
616	3471	2154
617	3476	2148
618	3484	2144
619	3488	2138
620	3493	2131
621	3501	2127
622	3505	2121
623	3510	2115
624	3523	2114
625	3533	2111
626	3537	2104
627	3542	2098
628	3550	2094
629	3558	2090
630	3564	2084
631	3569	2078
632	3573	2072
633	3581	2067
634	3588	2062
635	3595	2057
636	3608	2056
637	3612	2049
638	3616	2042
639	3628	2041
640	3636	2036
641	3641	2030
642	3644	2023
643	3654	2020
644	3657	2013
645	3668	2010
646	3674	2004
647	3679	1998
648	3688	1994
649	3691	1987
650	3700	1984
651	3705	1977
652	3716	1974
653	3722	1969
654	3727	1963
655	3734	1958
656	3737	1951
657	3740	1944
658	3748	1939
659	3753	1933
660	3758	1927
661	3767	1923
662	3771	1917
663	3780	1913
664	3786	1907
665	3794	1902
666	3799	1897
667	3803	1890
668	3812	1886
669	3816	1879
670	3827	1876
671	3831	1869
672	3834	1863
673	3842	1858
674	3847	1852
675	3850	1845
676	3859	1841
677	3862	1834
678	3870	1829
679	3875	1823
680	3879	1817
681	3887	1812
682	3891	1805
683	3894	1799
684	3897	1792
685	3905	1787
686	3908	1780
687	3911	1774
688	3921	1769
689	3925	1763
690	3928	1756
691	3934	1751
692	3938	1744
693	3945	1739
694	3949	1733
695	3952	1726
696	3959	1721
697	3963	1715
698	3967	1708
699	3971	1701
700	3978	1696
701	3982	1690
702	3985	1683
703	3992	1678
704	3995	1672
705	3999	1665
706	4002	1658
707	4010	1653
708	4013	1647
709	4016	1640
710	4024	1635
711	4027	1629
712	4030	1622
713	4037	1617
714	4042	1611
715	4046	1604
716	4057	1601
717	4061	1595
718	4065	1588
719	4073	1584
720	4076	1577
721	4080	1571
722	4089	1566
723	4094	1560
724	4102	1556
725	4106	1549
726	4109	1543
727	4117	1538
728	4120	1531
729	4123	1525
730	4127	1518
731	4137	1514
732	4141	1508
733	4149	1503
734	4157	1499
735	4166	1494
736	4170	1488
737	4174	1481
738	4182	1477
739	4185	1470
740	4188	1463
741	4191	1457
742	4198	1452
743	4201	1445
744	4204	1439
745	4211	1433
746	4214	1427
747	4217	1420
748	4220	1414
749	4228	1409
750	4233	1403
751	4241	1398
752	4247	1393
753	4250	1386
754	4257	1381
755	4260	1375
756	4266	1369
757	4274	1364
758	4277	1358
759	4280	1351
760	4283	1345
761	4291	1340
762	4294	1333
763	4297	1327
764	4305	1322
765	4308	1316
766	4311	1309
767	4314	1303
768	4321	1298
769	4325	1292
770	4328	1285
771	4335	1280
772	4340	1274
773	4344	1268
774	4354	1264
775	4357	1257
776	4361	1251
777	4369	1246
778	4377	1241
779	4387	1237
780	4390	1231
781	4399	1226
782	4402	1220
783	4410	1215
784	4416	1209
785	4420	1203
786	4429	1198
787	4434	1193
788	4444	1188
789	4449	1182
790	4458	1177
791	4461	1171
792	4465	1165
793	4472	1160
794	4476	1154
795	4480	1148
796	4489	1143
797	4492	1137
798	4503	1133
799	4509	1127
800	4517	1122
801	4521	1116
802	4525	1110
803	4528	1103
804	4537	1099
805	4541	1093
806	4544	1086
807	4552	1081
808	4557	1076
809	4566	1071
810	4570	1065
811	4574	1059
812	4580	1053
813	4585	1047
814	4589	1041
815	4598	1036
816	4601	1030
817	4605	1024
818	4616	1020
819	4621	1014
820	4630	1009
821	4635	1003
822	4643	998
823	4648	992
824	4652	986
825	4659	981
826	4664	975
827	4668	969
828	4676	964
829	4679	958
830	4683	952
831	4691	947
832	4695	941
833	4698	935
834	4706	930
835	4710	924
836	4714	918
837	4729	914
838	4735	908
839	4743	903
840	4749	897
841	4756	892
842	4760	886
843	4765	880
844	4771	875
845	4775	869
846	4789	865
847	4793	859
848	4800	853
849	4805	848
850	4817	843
851	4835	839
852	4839	833
853	4842	827
854	4850	822
855	4853	816
856	4859	810
857	4864	805
858	4878	800
859	4883	795
860	4889	789
861	4894	783
862	4899	777
863	4905	772
864	4910	766
865	4914	760
866	4916	754
867	4924	748
868	4927	742
869	4931	736
870	4940	731
871	4943	725
872	4947	719
873	4955	714
874	4960	708
875	4964	702
876	4984	699
877	4989	693
878	4992	687
879	4994	681
880	5001	675
881	5004	669
882	5007	663
883	5010	657
884	5016	651
885	5019	645
886	5023	639
887	5026	633
888	5032	628
889	5036	622
890	5039	616
891	5043	610
892	5049	605
893	5053	599
894	5057	593
895	5067	588
896	5072	582
897	5081	577
898	5084	571
899	5088	565
900	5093	559
901	5097	553
902	5101	547
903	5104	542
904	5109	536
905	5113	530
906	5117	524
907	5122	518
908	5126	513
909	5130	507
910	5133	501
911	5139	495
912	5143	490
913	5147	484
914	5150	478
915	5155	472
916	5160	467
917	5163	461
918	5166	455
919	5172	449
920	5175	443
921	5178	438
922	5181	432
923	5187	426
924	5190	420
925	5193	415
926	5197	409
927	5203	403
928	5207	398
929	5211	392
930	5215	386
931	5219	380
932	5223	375
933	5228	369
934	5232	363
935	5235	357
936	5240	352
937	5245	346
938	5258	341
939	5264	336
940	5269	330
941	5272	324
942	5280	319
943	5283	313
944	5296	308
945	5301	302
946	5306	296
947	5312	291
948	5316	285
949	5320	280
950	5336	274
951	5343	269
952	5348	263
953	5356	258
954	5365	252
955	5376	247
956	5381	241
957	5388	236
958	5392	230
959	5396	224
960	5408	219
961	5413	213
962	5421	208
963	5425	202
964	5429	196
965	5436	191
966	5440	185
967	5443	179
968	5455	174
969	5460	168
970	5468	163
971	5471	157
972	5475	151
973	5484	146
974	5487	140
975	5492	135
976	5499	129
977	5502	123
978	5516	118
979	5521	112
980	5526	107
981	5531	101
982	5535	95
983	5553	90
984	5561	84
985	5565	79
986	5569	73
987	5579	67
988	5587	62
989	5594	56
990	5598	50
991	5606	45
992	5609	39
993	5623	33
994	5628	28
995	5635	22
996	5641	16
997	5644	11
998	5658	5
999	5662	0
